"Id","Sales"
231,5872.17783333
232,3783.95
233,6397.8155
234,7390.883
235,5807.052
236,4021.11833333
237,9650.48464286
238,7962.24066667
239,8726.81030952
240,6919.52916667
241,5964.12783333
242,5330.34083333
243,4363.99166667
244,9500.65333333
245,4988.88775
246,7716.44483333
247,15235.03
248,6886.71414286
249,8424.547
250,5219.25
251,4585.17470238
252,7052.85864286
253,4064.05833333
254,6773.75833333
255,10521.1466667
256,5367.42283333
257,16672.9941905
258,14170.3494167
259,4505.89461905
260,7397.76916667
261,5441.6905
262,6464.54433333
263,5311.22257143
264,12558.7666667
265,7712.53166667
266,9493.912
267,3884.02166667
268,6930.97266667
269,4640.35083333
270,7722.44916667
271,7379.2395
272,5873.73219048
273,6349.25890476
274,5227.40433333
275,7925.2
276,9901.64666667
277,5529.25728571
278,10129.663
279,6826.14583333
280,10986.7474286
281,5605.16533333
282,5560.67583333
283,5460.51535714
284,10089.6244048
285,7458.62238095
286,7824.60466667
287,6426.3955
288,8564.4235
289,3914.03511905
290,7763.59454762
291,6218.10666667
292,4224.4072619
293,14386.3817143
294,18272.2175714
295,6863.29516667
296,8907.432
297,9647.7485
298,10651.2333333
299,10754.319
300,5940.34416667
301,7381.59066667
302,5818.57483333
303,8558.29666667
304,3956.23416667
305,5583.59333333
306,5166.50133333
307,5183.17866667
308,7459.11166667
309,4794.86992857
310,5275.903
311,6166.59633333
312,3975.61714286
313,4533.93571429
314,5647.84433333
315,6418.45966667
316,9329.652
317,8064.83333333
318,6964.055
319,6256.615
320,6016.26833333
321,11796.8285
322,8468.84604762
323,4934.9175
324,4685.915
325,7806.93333333
326,4217.06941667
327,6597.18483333
328,3158.83
329,4791.46733333
330,8467.08633333
331,6155.38366667
332,6210.65666667
333,10579.3491667
334,9995.28285714
335,11245.875
336,5695.8775
337,9417.22033333
338,3076.6585
339,5187.82266667
340,6293.12804762
341,4442.83333333
342,7540.7055
343,5434.08942857
344,4557.128
345,8414.015
346,11755.775
347,9897.03421429
348,5340.755
349,5086.693
350,7832.25916667
351,6683.11383333
352,6552.74475
353,4591.84833333
354,7137.2895
355,9881.84540476
356,4368.725
357,6355.75642857
358,7738.07060317
359,8135.46857143
360,13061.2591667
361,5594.672
362,14056.7555
363,7017.919
364,4904.52761905
365,4090.84466667
366,6323.279
367,5844.80716667
368,5082.502
369,6582.04757143
370,4392.62266667
371,4861.419
372,6849.531
373,3361.528
374,6902.415
375,6442.30583333
376,7838.47916667
377,8282.41566667
378,5410.71233333
379,8929.44866667
380,5950.63533333
381,4959.49116667
382,5706.926
383,5781.94047619
384,11241.2123333
385,6594.48683333
386,5017.16833333
387,8171.54033333
388,8489.85083333
389,6461.11266667
390,6621.0025
391,8767.364
392,5423.30766667
393,4780.79583333
394,5816.43833333
395,8742.96258333
396,6507.0815
397,5739.7495
398,5701.79066667
399,5093.59861905
400,3679.27033333
401,5714.20285714
402,9597.23933333
403,8249.86061905
404,9988.66433333
405,11443.76
406,7714.138
407,5775.33630952
408,4882.76033333
409,10030.8595238
410,9525.25942857
411,8342.18166667
412,8658.0855
413,8028.04690476
414,5057.99666667
415,3834.993
416,9781.1
417,5220.185
418,6066.72033333
419,6540.785
420,3608.653
421,10919.0016667
422,6319.465
423,5540.88811905
424,4491.179
425,5993.6487619
426,6586.94666667
427,8796.47214286
428,6614.46345238
429,4360.66047619
430,6154.38833333
431,4464.4115
432,3445.23166667
433,7138.287
434,17765.4133333
435,5123.66166667
436,5610.65142857
437,6700.23602381
438,5335.989
439,5873.47366667
440,5067.1835
441,3810.32116667
442,6546.45666667
443,7073.19735714
444,4155.62238095
445,8122.98866667
446,5422.35333333
447,4716.95066667
448,8318.841
449,8482.757
450,9877.19864286
451,5717.62557143
452,7296.3557619
453,4725.947
454,6090.297
455,14453.7206667
456,10644.4633333
457,6556.40316667
458,5395.278
459,5230.69809524
460,6057.556
461,5554.52816667
462,11572.008
463,4765.53133333
464,6044.31666667
465,6893.107
466,4386.28183333
467,6233.22516667
468,6482.60766667
469,8780.11333333
470,6694.94916667
471,4149.60333333
472,5271.89166667
473,8111.02738095
474,9464.856
475,8901.57833333
476,6406.71877778
477,4673.28083333
478,7201.94
479,6004.26833333
480,0.0
481,7901.98066667
482,6891.57625
483,6834.1175
484,5644.61109524
485,6538.85583333
486,8448.91733333
487,5585.84733333
488,6537.84041667
489,6250.24116667
490,5989.1475
491,11107.967
492,6079.70619048
493,4708.24533333
494,11396.4595238
495,6840.278
496,3579.499
497,7876.23035714
498,16343.1016667
499,10690.7146667
500,4666.00333333
501,5850.044
502,5605.16666667
503,7456.17128571
504,5800.99766667
505,7787.03785714
506,3441.83897619
507,5701.0075
508,6827.933
509,5778.65583333
510,4666.7025
511,6617.99391667
512,8849.15752381
513,4610.12
514,8765.81166667
515,6823.26333333
516,8984.198
517,4924.09483333
518,6417.23288095
519,5965.00733333
520,7383.2175
521,7719.93216667
522,5719.92057143
523,6811.84466667
524,9384.95766667
525,7953.36242857
526,3918.83866667
527,3953.21366667
528,7296.735
529,7719.70783333
530,7987.0125
531,7810.084
532,5995.39683333
533,8547.771
534,7417.06333333
535,7226.2437619
536,8780.13716667
537,6116.276
538,8361.80733333
539,10234.0693333
540,7906.08333333
541,5192.20464286
542,5867.69440476
543,4412.8285
544,0.0
545,8445.3035
546,5204.539
547,8679.28471429
548,4114.28
549,7451.11333333
550,5919.37516667
551,10952.3011667
552,4174.6652381
553,5652.36633333
554,5866.97333333
555,7841.9475
556,6314.9875
557,7028.21409524
558,7246.448
559,9743.84666667
560,7390.58166667
561,7107.5615
562,5811.6225
563,4898.31766667
564,5012.83166667
565,10530.0443333
566,9730.88175
567,6522.07733333
568,15071.4483333
569,6465.61933333
570,5485.33333333
571,6329.1285
572,7835.02142857
573,9927.35633333
574,6698.62015873
575,7851.077
576,7790.76416667
577,6849.07325
578,6095.76085714
579,6212.43166667
580,5963.65316667
581,4872.205
582,4633.24808333
583,5338.6417381
584,9532.571
585,15393.5671667
586,6117.10333333
587,4869.908
588,6455.8425
589,3755.7585
590,5718.035
591,4218.81533333
592,9137.26807143
593,6697.7775
594,6055.95333333
595,12846.5
596,9982.78035714
597,6913.18909524
598,6198.97333333
599,3851.1725
600,6074.637
601,5244.337
602,9716.16666667
603,5005.05116667
604,4017.53
605,6531.805
606,5018.79666667
607,7793.889
608,6166.34734848
609,2854.11
610,7125.57207143
611,7644.99416667
612,7936.43266667
613,4992.40257143
614,4547.14333333
615,8279.18133333
616,2966.33
617,9600.258
618,5565.27616667
619,4981.76633333
620,6733.65866667
621,5904.5265
622,5349.21416667
623,7409.55533333
624,7111.54488095
625,9146.59083333
626,9017.526
627,5928.679
628,4072.35
629,5653.98633333
630,8236.9475
631,4835.573
632,6373.07057143
633,6203.62333333
634,11214.8616667
635,7695.70585714
636,6276.85333333
637,7169.15745238
638,4092.28
639,9046.58883333
640,6966.10016667
641,12807.7016667
642,6412.20666667
643,5202.19316667
644,4921.99466667
645,3317.8785
646,7871.767
647,17576.5
648,4475.72866667
649,4861.282
650,10310.6751667
651,6567.16233333
652,6475.62516667
653,7623.229
654,6240.90333333
655,5196.93
656,4953.866
657,9030.055
658,5540.80066667
659,7293.00858333
660,6828.86402381
661,3798.88
662,6641.14666667
663,5414.545
664,3500.027
665,8982.465
666,8721.44666667
667,4419.90528571
668,7596.4035
669,7316.93683333
670,4615.1885
671,9357.07733333
672,6122.138
673,9167.053
674,4567.93630952
675,5227.75211905
676,6379.81366667
677,0.0
678,6775.00271429
679,4150.46571429
680,6021.32866667
681,4515.61833333
682,5346.38190476
683,5522.46380952
684,6783.39509524
685,7447.38004762
686,7598.48633333
687,6034.99
688,7422.1955
689,5990.67966667
690,9303.53904762
691,9039.444
692,6620.46083333
693,3429.03180952
694,4938.3775
695,7414.07916667
696,4712.85333333
697,12753.11
698,6766.8145
699,9193.35166667
700,11689.625119
701,6644.38016667
702,4939.45083333
703,11225.5273333
704,9535.85666667
705,5083.33416667
706,9173.55083333
707,10270.6313333
708,5847.45333333
709,4939.81033333
710,6806.26933333
711,5454.28916667
712,5154.49466667
713,7278.40833333
714,5113.49266667
715,5628.99392857
716,7438.646
717,6674.5185
718,7736.97733333
719,6051.94
720,6763.08242857
721,4527.383
722,7986.529
723,6647.50180952
724,6133.99583333
725,6400.4155
726,6694.67666667
727,9193.25583333
728,5672.92735714
729,4851.69833333
730,6590.97130952
731,7139.029
732,6944.68142857
733,4288.51766667
734,4142.42
735,7552.09161905
736,6112.35533333
737,4864.98866667
738,7979.59175
739,7900.52
740,6293.68183333
741,5128.46733333
742,4383.23366667
743,7381.716
744,6489.15316667
745,6324.40533333
746,10795.9513333
747,8348.5855
748,4628.294
749,10287.3918095
750,3411.58575
751,3720.21016667
752,7078.84333333
753,10890.9916667
754,8419.72883333
755,6867.67933333
756,5369.25166667
757,6829.759
758,10930.082
759,5993.24942857
760,8342.73340476
761,6000.80516667
762,4671.72542857
763,4627.15066667
764,5456.26083333
765,5891.39266667
766,4639.33666667
767,5054.26983333
768,4033.05188889
769,6873.48
770,6961.10333333
771,5311.40666667
772,6096.517
773,6657.3975
774,5412.62569048
775,5299.8025
776,8558.29842857
777,8321.96361905
778,7127.44119048
779,4085.08761905
780,13459.8045
781,6889.62
782,5262.89916667
783,9325.82333333
784,8302.08983333
785,7401.10033333
786,5782.29666667
787,7513.29533333
788,9519.96333333
789,13218.635
790,4728.32130952
791,5017.00533333
792,5186.97266667
793,7292.5915
794,6609.01716667
795,7772.15492857
796,8847.7525
797,5852.90483333
798,4359.335
799,6489.28466667
800,8460.5425
801,4637.008
802,6639.59833333
803,3922.64166667
804,7473.0692381
805,7407.50666667
806,7377.58933333
807,9420.10366667
808,6081.65983333
809,3758.94
810,6740.045
811,7082.36509524
812,8524.473
813,7846.15328571
814,7762.42416667
815,6535.41421429
816,4290.71365079
817,9088.50833333
818,3625.5345
819,10771.465
820,6139.465
821,3749.62616667
822,6328.01866667
823,6094.49983333
824,7352.0305
825,6858.4752381
826,3701.247
827,4545.58333333
828,7078.41933333
829,9521.91054762
830,8178.49333333
831,4703.095
832,6265.4965
833,8736.68591667
834,6371.0675
835,5909.46704762
836,9037.753
837,8309.45816667
838,9604.2385
839,3664.88666667
840,5035.18
841,272.76
842,8626.815
843,5990.47357143
844,9863.53566667
845,6203.9715
846,4852.89
847,5714.88714286
848,4322.64
849,5143.667
850,5948.59583333
851,4703.28266667
852,5753.97
853,11003.7111667
854,6782.75266667
855,19905.964
856,6060.9255
857,4766.89666667
858,8191.34180952
859,8688.48433333
860,5929.3025
861,6446.84940476
862,5396.44166667
863,8581.53983333
864,8071.621
865,5445.79416667
866,5612.23933333
867,6921.07109524
868,8228.37866667
869,6661.8607619
870,8293.68916667
871,6153.47861905
872,4876.75733333
873,5414.474
874,9368.29266667
875,10909.7943333
876,10416.6808571
877,7157.50919048
878,5519.64
879,5572.0625
880,4628.93416667
881,7697.351
882,10118.2089048
883,9290.8505
884,6434.564
885,5199.8135
886,4743.11285714
887,5132.20233333
888,10952.358
889,6735.50016667
890,5267.11428571
891,5300.44416667
892,8101.12188889
893,4365.03833333
894,7346.84452381
895,4245.78666667
896,6203.29166667
897,7879.19666667
898,5308.6825
899,6678.421
900,6426.11533333
901,5590.04883333
902,6278.4547619
903,7048.10535714
904,10552.4161667
905,5492.3985
906,8186.77166667
907,7063.77733333
908,9321.02533333
909,6427.24497619
910,10228.8865
911,4717.3935
912,4592.60180952
913,6570.45904762
914,5332.34033333
915,9603.02745238
916,7293.92833333
917,5429.38085714
918,6991.36741667
919,6872.17114286
920,9485.67533333
921,3935.03095238
922,14048.403
923,5241.51166667
924,6373.55383333
925,8396.36
926,6174.59395238
927,5876.1145
928,6347.77804762
929,7640.997
930,5109.343
931,5036.50133333
932,7596.10316667
933,7560.283
934,7499.84457143
935,4985.51966667
936,6771.49071429
937,10175.21
938,6126.08983333
939,4746.22866667
940,6515.11016667
941,5800.93907143
942,7061.42333333
943,7304.52133333
944,4154.43754762
945,7705.121
946,6417.67733333
947,7017.61216667
948,7671.638
949,4250.62675
950,6122.8947619
951,5351.07216667
952,7292.78166667
953,9407.84264286
954,5155.5875
955,5497.50466667
956,6259.33383333
957,5771.28
958,5515.973
959,8320.0565
960,7223.81366667
961,7503.4605
962,6131.66457143
963,4468.425
964,6968.52
965,8007.76241667
966,9339.63683333
967,8066.09433333
968,8407.04225
969,6185.2145
970,8145.09728571
971,6388.0175
972,8510.07166667
973,8454.44802381
974,6868.49183333
975,11066.036619
976,7507.23040476
977,7974.85419048
978,5552.73245238
979,7055.76316667
980,8083.74733333
981,6714.12380952
982,4583.6085
983,5517.40983333
984,8166.5655
985,7168.4667381
986,5316.603
987,8282.86833333
988,6799.60769048
989,5860.02566667
990,6148.60978571
991,5548.1165
992,7385.05333333
993,7261.1137619
994,7079.06557143
995,5210.19333333
996,5129.34333333
997,6474.9005
998,3855.436
999,5727.4065
1000,4920.30240476
1001,9007.44214286
1002,7536.84719048
1003,6821.43933333
1004,7496.354
1005,6917.15404762
1006,5085.78628571
1007,11137.3046667
1008,7875.52559524
1009,8182.524
1010,7714.34325
1011,4877.492
1012,5870.29833333
1013,5429.763
1014,7121.997
1015,12675.9903095
1016,5860.65333333
1017,3480.58516667
1018,5801.05416667
1019,8889.07333333
1020,8740.39790476
1021,6330.59416667
1022,7298.99383333
1023,5172.92
1024,5694.0925
1025,3650.74866667
1026,5157.66219048
1027,5639.6175
1028,6974.42061905
1029,7416.86433333
1030,7674.00716667
1031,7781.63933333
1032,9190.55988095
1033,7464.00133333
1034,4780.86316667
1035,9367.697
1036,11773.017
1037,6369.73214286
1038,8326.67
1039,4557.18283333
1040,5975.32685714
1041,4042.12852381
1042,7725.22916667
1043,5307.95042857
1044,8887.16666667
1045,7503.42097619
1046,8380.86133333
1047,8421.74566667
1048,5143.72916667
1049,8695.73142857
1050,18021.4439048
1051,11443.2414524
1052,6008.38566667
1053,2709.86666667
1054,6061.94583333
1055,9311.95842857
1056,5781.559
1057,11585.3159524
1058,18761.0179048
1059,3220.255
1060,5089.86833333
1061,8217.045
1062,6368.97333333
1063,9784.21666667
1064,6909.56083333
1065,7517.29666667
1066,3226.8797619
1067,7721.03890476
1068,7043.266
1069,7301.68942857
1070,8514.97
1071,6133.0555
1072,5839.22266667
1073,6932.01488095
1074,5921.45366667
1075,5211.09583333
1076,7740.32983333
1077,5607.4375
1078,6262.69166667
1079,7513.69533333
1080,6117.83380952
1081,5795.263
1082,7387.36322222
1083,7433.02985714
1084,8383.08333333
1085,7096.85561905
1086,6557.79516667
1087,5724.50783333
1088,3878.47283333
1089,7182.865
1090,7514.56283333
1091,5031.872
1092,4324.78333333
1093,9871.70366667
1094,7422.007
1095,8878.00714286
1096,6783.42583333
1097,5639.939
1098,5374.20242857
1099,4446.808
1100,9818.80166667
1101,5101.77266667
1102,7801.37659524
1103,14884.6125
1104,7094.70642857
1105,6527.5295
1106,4666.84466667
1107,4728.94833333
1108,6723.14066667
1109,4262.5575
1110,6758.67916667
1111,10614.3006667
1112,5455.84130952
1113,16350.3333333
1114,14362.3893333
1115,4257.00333333
1116,7270.225
1117,5759.6825
1118,6831.339
1119,5803.49007143
1120,11785.325
1121,7244.79835714
1122,9490.20833333
1123,4795.27133333
1124,6708.845
1125,4697.4015
1126,8238.992
1127,6736.04166667
1128,5744.82333333
1129,6121.104
1130,5226.18666667
1131,8547.9732619
1132,8784.92916667
1133,5319.52290476
1134,10773.199
1135,6629.20533333
1136,11047.4886667
1137,6085.22766667
1138,5710.77464286
1139,5708.5795
1140,10411.12
1141,7017.0125
1142,7392.7547619
1143,7002.09771429
1144,8543.85620238
1145,4691.922
1146,7476.66983333
1147,5706.66764286
1148,3974.21352381
1149,16034.5306667
1150,16941.1598571
1151,7334.38666667
1152,8637.6085
1153,9686.32166667
1154,9951.92533333
1155,10875.523
1156,5920.48195238
1157,7889.246
1158,5500.55533333
1159,7850.762
1160,3986.07021429
1161,5596.40478571
1162,5969.94033333
1163,5374.9085
1164,7615.403
1165,5126.01202381
1166,5129.8715
1167,5844.87645238
1168,3558.80583333
1169,4565.1125
1170,5978.93766667
1171,7135.80933333
1172,9156.26838095
1173,8198.88666667
1174,7454.76583333
1175,5566.9805
1176,5973.6255
1177,11165.8366667
1178,8530.79816667
1179,5404.78240476
1180,4360.11166667
1181,7956.21557143
1182,4621.04921429
1183,6793.09190476
1184,3503.51366667
1185,5793.6
1186,8334.00833333
1187,6233.09733333
1188,5585.35514286
1189,8998.31583333
1190,9009.23566667
1191,12236.256
1192,6422.967
1193,9406.95766667
1194,3359.09341667
1195,5098.9495
1196,6412.56261905
1197,4320.6835
1198,8125.30583333
1199,5344.53466667
1200,5173.38314286
1201,8803.21264286
1202,12017.102
1203,7859.05966667
1204,5559.55414286
1205,5419.1395
1206,9846.39083333
1207,7715.37809524
1208,6458.18469048
1209,4720.88833333
1210,6794.02821429
1211,9957.863
1212,4806.484
1213,6480.844
1214,7651.65933333
1215,8374.31135714
1216,13553.3164048
1217,5895.59319048
1218,14697.835
1219,6974.966
1220,5120.90866667
1221,3251.2655
1222,6202.46538095
1223,6171.04716667
1224,5009.06133333
1225,6437.64033333
1226,4841.04116667
1227,4339.80040476
1228,6714.0455
1229,3756.24
1230,7974.967
1231,6946.2345
1232,7826.39966667
1233,8444.13583333
1234,4906.20166667
1235,9150.64816667
1236,6713.3825
1237,5229.16033333
1238,4974.68483333
1239,6544.025
1240,11317.2933333
1241,6195.52316667
1242,5095.27983333
1243,8506.07133333
1244,8634.18283333
1245,6527.49783333
1246,6584.78066667
1247,9343.21875
1248,5278.81
1249,4901.124
1250,5854.00866667
1251,7937.85
1252,5594.73791667
1253,5752.20371429
1254,5772.92433333
1255,5049.83245238
1256,4079.64738095
1257,5411.85833333
1258,8028.93616667
1259,8260.38385714
1260,11280.8868333
1261,12173.9050952
1262,7656.41921429
1263,6621.88033333
1264,4818.72852381
1265,9934.841
1266,9040.93166667
1267,7976.0982381
1268,8625.4595
1269,7868.9487619
1270,5631.55383333
1271,4086.58085714
1272,11126.2836667
1273,5495.47033333
1274,6434.62166667
1275,6846.66133333
1276,3543.80166667
1277,11896.6058333
1278,5662.50166667
1279,5079.749
1280,4494.87933333
1281,5748.756
1282,6503.18533333
1283,9528.54914286
1284,6224.13666667
1285,4201.777
1286,5807.27416667
1287,4894.0
1288,3405.528
1289,7356.07133333
1290,18087.1085714
1291,5143.36497619
1292,5571.52552381
1293,7175.2
1294,4929.74516667
1295,5778.07
1296,4451.62983333
1297,4309.72933333
1298,6823.66916667
1299,7089.43192857
1300,4627.02
1301,9146.27533333
1302,6017.34266667
1303,5035.96183333
1304,8975.42533333
1305,9011.84385714
1306,9670.7185
1307,5905.45783333
1308,6782.28833333
1309,4920.416
1310,5975.00190476
1311,15875.7965
1312,9373.31
1313,6017.676
1314,5386.44
1315,4683.54483333
1316,6644.66666667
1317,4282.07083333
1318,9997.09808333
1319,5337.639
1320,5786.75583333
1321,7114.7052619
1322,4964.40866667
1323,6435.928
1324,7826.06916667
1325,8288.60766667
1326,7063.852
1327,4047.267
1328,6001.36383333
1329,6957.24583333
1330,9803.0885
1331,8638.434
1332,6235.616
1333,4958.97083333
1334,7699.439
1335,6571.0675
1336,44.52
1337,7101.7107619
1338,7126.6555
1339,6814.74333333
1340,5906.2395
1341,7018.567
1342,8314.24316667
1343,5334.40463095
1344,6551.37425
1345,6627.88678571
1346,6101.33033333
1347,8883.88433333
1348,6137.2835
1349,5132.78066667
1350,11552.2717619
1351,6309.89566667
1352,3951.615
1353,8473.83983333
1354,10184.825
1355,11338.0323333
1356,4923.88666667
1357,5787.99357143
1358,6549.21666667
1359,7738.22480952
1360,5850.99216667
1361,7982.093
1362,3246.06895238
1363,5645.55509524
1364,6672.0655
1365,6423.74816667
1366,4865.97514286
1367,7268.63680952
1368,10042.4226667
1369,5264.605
1370,8933.07966667
1371,7528.094
1372,9454.11566667
1373,4647.22933333
1374,7042.47633333
1375,6078.90516667
1376,7173.56566667
1377,8852.14833333
1378,3881.0607381
1379,7148.14171429
1380,8596.29002381
1381,6833.71666667
1382,4437.77566667
1383,3850.53995238
1384,7078.225
1385,7978.02133333
1386,8312.3155
1387,6776.63458333
1388,5554.62616667
1389,8235.10033333
1390,7229.69666667
1391,7191.07566667
1392,8218.44216667
1393,5948.6335
1394,8225.513
1395,10326.9828333
1396,8054.64266667
1397,5361.48995238
1398,5880.78116667
1399,4656.86083333
1400,0.0
1401,8087.88566667
1402,5278.87366667
1403,8248.34216667
1404,4430.515
1405,7479.79733333
1406,6297.44666667
1407,12177.5744444
1408,4666.76695238
1409,5712.858
1410,6011.0195
1411,7805.472
1412,5039.02933333
1413,7478.048
1414,7561.2735
1415,10485.0419048
1416,6826.576
1417,6545.81583333
1418,5233.25816667
1419,4687.04321429
1420,4515.87119048
1421,10603.2951667
1422,10260.5678333
1423,6881.72066667
1424,15123.317
1425,6290.80092857
1426,5179.45933333
1427,6446.3505
1428,8374.259
1429,9349.86116667
1430,6612.49266667
1431,7551.46195238
1432,7991.73
1433,7787.01692857
1434,6178.15642857
1435,5399.63161905
1436,5686.10416667
1437,5082.68183333
1438,4817.54766667
1439,5268.08209524
1440,9433.23714286
1441,15760.4866667
1442,7349.0435
1443,5518.95133333
1444,7579.01
1445,4012.36
1446,6482.71433333
1447,3830.04333333
1448,9030.158
1449,6238.18416667
1450,5998.66533333
1451,12937.8633333
1452,11706.8993333
1453,6788.3705
1454,7053.8095
1455,3382.77157143
1456,6149.48566667
1457,5810.84933333
1458,8492.08683333
1459,4537.59116667
1460,4109.90880952
1461,6668.232
1462,5397.6917619
1463,8307.025
1464,6053.115
1465,3269.2165
1466,7219.32
1467,7500.6255
1468,8281.69466667
1469,5491.59561905
1470,4939.71333333
1471,7732.00190476
1472,3944.88416667
1473,9826.05883333
1474,5173.6635
1475,4967.65357143
1476,7052.40392857
1477,6271.10433333
1478,4624.79666667
1479,6836.89333333
1480,7454.78233333
1481,9011.92583333
1482,11047.188
1483,5579.2427619
1484,4051.93833333
1485,5689.4255
1486,8931.41266667
1487,4491.87266667
1488,6533.143
1489,6268.39583333
1490,12087.1563333
1491,8343.22333333
1492,5522.18916667
1493,8398.95719048
1494,4754.49633333
1495,8193.72064286
1496,5995.8975
1497,13828.1525
1498,6073.76316667
1499,5907.9087381
1500,4993.728
1501,3022.583
1502,7884.25883333
1503,17593.5833333
1504,4847.962
1505,4961.44166667
1506,9324.67533333
1507,6996.54166667
1508,6861.19766667
1509,8011.74566667
1510,5960.54564286
1511,5060.72183333
1512,4956.60266667
1513,9689.99866667
1514,5979.75433333
1515,7798.65916667
1516,7000.8837381
1517,5062.02
1518,7109.24816667
1519,5372.85166667
1520,3881.05233333
1521,8984.27233333
1522,8044.52966667
1523,4965.41833333
1524,6802.90704762
1525,6662.61619048
1526,4546.49833333
1527,9292.78133333
1528,5492.561
1529,8439.05766667
1530,4399.60578571
1531,5455.51916667
1532,7397.60083333
1533,35.86
1534,7589.88983333
1535,4531.644
1536,5949.13283333
1537,4267.61416667
1538,5284.9662381
1539,5676.24566667
1540,6981.81128571
1541,7179.89283333
1542,6998.8775
1543,5604.56633333
1544,7590.96266667
1545,7139.88616667
1546,10016.8821667
1547,9623.47783333
1548,6822.108
1549,3500.198
1550,6021.54033333
1551,7676.46716667
1552,5630.84
1553,11543.53
1554,6387.06833333
1555,8073.96892857
1556,11043.3443571
1557,5280.40628571
1558,4730.4245
1559,11916.5651667
1560,10009.0456667
1561,5372.99461905
1562,9572.17666667
1563,9658.76152381
1564,5694.828
1565,5527.68766667
1566,6658.06566667
1567,6403.33188095
1568,5786.555
1569,7146.81159524
1570,5034.9835
1571,6228.8645
1572,6903.82583333
1573,6704.74283333
1574,8351.75619048
1575,6245.39216667
1576,7652.7587619
1577,4239.65033333
1578,7860.80866667
1579,7337.21642857
1580,5627.69166667
1581,7211.14675
